city,date,fare,ride_id,driver_count,type
Karenberg,2018-02-14 14:40:41,11.06,4344963104211,22,Urban
Jerryton,2018-01-16 17:13:34,22.26,974452603143,64,Urban
East Kaylahaven,2018-03-27 00:44:29,25.29,4840735033487,65,Urban
Pattyland,2018-02-11 20:25:42,33.21,1325884456705,59,Urban
South Michelleport,2018-02-06 17:29:41,25.58,6814776861505,72,Urban
Martinezhaven,2018-02-23 00:15:55,15.48,5946821101050,25,Urban
Loganberg,2018-01-05 14:35:09,5.92,5327695501243,23,Urban
New Paulville,2018-04-13 10:23:37,8.69,592220311870,44,Urban
South Evanton,2018-01-10 02:57:54,37.03,4817994919104,11,Urban
Port Angela,2018-02-06 07:07:55,24.47,1469816216996,67,Urban
West Gabriel,2018-04-21 04:50:53,4.96,2694140247746,57,Urban
New Kimberlyborough,2018-03-28 12:48:55,10.91,935421621766,33,Urban
West Anthony,2018-04-16 01:06:17,17.47,5706560548659,70,Urban
West Gabriel,2018-01-16 06:23:21,25.97,6590477525761,57,Urban
Karenside,2018-01-24 07:48:14,9.39,4829062946394,5,Urban
Liumouth,2018-01-01 00:08:16,37.91,5673666505216,69,Urban
Grahamburgh,2018-04-20 21:40:03,40.06,5161825299392,61,Urban
Christopherfurt,2018-05-07 17:27:48,6.39,7608007126056,41,Urban
West Gabriel,2018-05-01 02:18:03,27.45,2827457582877,57,Urban
West Heidi,2018-01-17 03:43:17,5.78,9107695766684,28,Urban
West Angela,2018-01-04 20:45:01,20.33,1920342316739,48,Urban
Christopherfurt,2018-03-25 17:11:15,7.19,6892683521361,41,Urban
Robertport,2018-03-25 18:55:34,35.29,7875812010140,12,Urban
Royland,2018-01-16 02:06:12,4.89,8053338078311,64,Urban
Huntermouth,2018-03-19 17:31:55,15.05,1677081037622,37,Urban
North Madeline,2018-04-07 06:50:30,11.92,737334504750,19,Urban
East Kaylahaven,2018-01-07 20:29:02,5.56,4657638800265,65,Urban
Loganberg,2018-04-18 17:41:28,22.51,3208043296870,23,Urban
North Jason,2018-01-23 21:22:39,6.54,5614763237556,6,Urban
South Latoya,2018-01-31 23:20:52,14.82,6963441669653,10,Urban
Karenberg,2018-03-09 14:47:25,35.68,8631752660819,22,Urban
West Anthony,2018-05-01 17:43:35,23.76,2929352162502,70,Urban
Williamsstad,2018-03-25 16:07:22,42.93,2209997295019,59,Urban
Port Angela,2018-02-06 16:11:31,11.39,6108669570569,67,Urban
Karenside,2018-02-24 05:39:00,27.64,8058212392569,5,Urban
East Kaylahaven,2018-03-21 22:54:03,9.42,1468264328626,65,Urban
South Michelleport,2018-03-23 16:45:56,14.72,490532201639,72,Urban
Pattyland,2018-01-14 20:49:49,40.21,5825972555502,59,Urban
Port Samanthamouth,2018-02-28 20:01:26,38.42,2105089681756,57,Urban
Reynoldsfurt,2018-04-11 09:09:53,42.97,1390651031898,67,Urban
Pattyland,2018-03-27 06:49:10,8.57,3074551600788,59,Urban
North Jasmine,2018-04-24 08:05:51,14.11,4194707515700,33,Urban
North Madeline,2018-03-31 03:35:12,21.24,654159976343,19,Urban
West Anthony,2018-02-11 05:48:29,15.55,5988409590665,70,Urban
Lake Danielberg,2018-01-28 15:49:50,25.98,1418324640212,19,Urban
Royland,2018-02-19 08:25:58,13.02,186046534225,64,Urban
Reynoldsfurt,2018-03-08 07:06:54,6.08,2567207216019,67,Urban
Roberthaven,2018-02-09 00:25:20,11.71,8182769308084,47,Urban
South Evanton,2018-02-25 11:11:25,15.94,2734317617023,11,Urban
Grahamburgh,2018-03-04 22:51:36,34.93,5941003515564,61,Urban
West Ericstad,2018-03-29 04:59:54,40.29,809503355163,25,Urban
Port Frank,2018-02-17 13:21:47,32.44,5387351568133,23,Urban
Lake Danielberg,2018-02-08 05:26:40,22.74,9524007172214,19,Urban
Erikaland,2018-03-24 09:50:04,4.07,6561682951720,37,Urban
Port David,2018-02-11 11:59:08,38.0,7772695039643,7,Urban
North Barbara,2018-04-27 00:19:08,16.89,5104120535581,18,Urban
Simpsonburgh,2018-02-27 00:58:18,13.38,1577917546598,21,Urban
North Jason,2018-01-23 05:58:24,32.77,2988756645264,6,Urban
Simpsonburgh,2018-01-06 02:20:49,27.2,3681834566855,21,Urban
South Phillip,2018-04-18 01:17:47,35.7,4752370633888,38,Urban
South Karenland,2018-03-16 02:20:06,4.87,2387922433429,4,Urban
New Paulville,2018-03-14 21:25:25,20.26,8812012942801,44,Urban
Johnton,2018-02-14 18:21:43,43.93,5443753596638,27,Urban
Port Johnbury,2018-02-27 02:44:15,11.33,3225778883557,3,Urban
Joneschester,2018-03-12 21:52:41,21.17,1576517155223,39,Urban
West Samuelburgh,2018-02-12 18:45:21,6.76,8530071327895,73,Urban
Huntermouth,2018-04-28 17:26:52,31.43,6660476793567,37,Urban
Deanville,2018-04-01 00:11:48,22.65,7002778816145,49,Urban
Leahton,2018-02-15 17:00:16,25.84,9242697245895,17,Urban
Hurleymouth,2018-04-13 18:15:37,40.93,4915205219019,36,Urban
West Anthony,2018-03-21 01:28:48,15.64,4746854764335,70,Urban
Karenside,2018-01-23 23:30:37,37.62,1952933579896,5,Urban
West Gabriel,2018-02-28 12:03:41,31.82,4153068746970,57,Urban
Carriemouth,2018-03-26 10:39:21,26.91,7852477915591,52,Urban
South Michelleport,2018-03-01 22:01:02,24.55,9789481999843,72,Urban
Rodneyfort,2018-05-05 03:19:39,22.24,5393286273394,34,Urban
Deanville,2018-03-07 07:21:47,31.08,9711261103928,49,Urban
Reynoldsfurt,2018-05-04 12:38:38,8.81,3238113908006,67,Urban
Justinberg,2018-04-27 12:41:46,18.99,3034613378260,39,Urban
Huntermouth,2018-03-02 10:47:16,10.89,1647274547856,37,Urban
West Robert,2018-02-27 20:51:17,8.37,489896842800,39,Urban
Port Angela,2018-02-14 13:00:19,42.04,896909208063,67,Urban
South Karenland,2018-01-09 20:59:13,44.44,3179946450655,4,Urban
Port David,2018-03-24 16:37:10,25.65,2084689891157,7,Urban
Liumouth,2018-01-04 03:16:36,9.1,8147675539090,69,Urban
Simpsonburgh,2018-01-18 12:48:39,15.36,5195666026077,21,Urban
South Evanton,2018-04-14 20:12:04,19.53,8345652117075,11,Urban
West Heidi,2018-04-06 08:54:09,25.06,8916009392669,28,Urban
Port Frank,2018-01-14 09:19:05,43.27,491472563955,23,Urban
East Kaylahaven,2018-02-23 00:41:22,15.94,1602386536198,65,Urban
North Madeline,2018-01-28 09:57:41,42.24,583417289652,19,Urban
Liumouth,2018-04-14 21:17:20,38.95,14588103145,69,Urban
North Madeline,2018-03-06 19:26:01,26.34,1883857992679,19,Urban
Williamsview,2018-04-15 16:09:08,44.74,2759396812039,46,Urban
North Barbara,2018-03-16 10:22:13,25.06,9745705975659,18,Urban
South Evanton,2018-02-07 08:44:06,7.69,9012605783098,11,Urban
Williamsstad,2018-04-26 04:18:46,18.92,1606397653905,59,Urban
Rodneyfort,2018-01-12 06:17:59,7.05,4239149293035,34,Urban
Karenside,2018-04-19 08:42:07,26.45,9293756968552,5,Urban
New Paulton,2018-01-13 18:33:58,29.9,4090332990250,44,Urban
West Robert,2018-01-17 04:56:17,12.71,8503432590634,39,Urban
Jerryton,2018-02-14 19:48:48,24.49,3080437772609,64,Urban
Karenberg,2018-01-16 13:52:57,41.26,3357149373173,22,Urban
Christopherfurt,2018-05-03 12:46:04,14.43,5644928631417,41,Urban
Grahamburgh,2018-03-27 22:14:21,4.63,7324442340207,61,Urban
New Kimberlyborough,2018-03-02 18:56:47,6.08,3872922863721,33,Urban
North Madeline,2018-03-04 22:29:22,6.19,546550288142,19,Urban
North Jason,2018-03-12 21:01:11,5.76,5113425087114,6,Urban
Liumouth,2018-03-16 06:31:29,34.2,2541738362957,69,Urban
New Jacobville,2018-04-21 23:00:18,13.53,5567937032597,50,Urban
Justinberg,2018-04-24 11:33:04,28.76,6493602832935,39,Urban
West Anthony,2018-03-13 08:03:10,5.03,1178018593506,70,Urban
Raymondhaven,2018-01-13 01:03:38,17.33,2830434127398,11,Urban
Royland,2018-03-22 22:02:56,23.31,2832997992475,64,Urban
Rogerston,2018-01-30 21:18:50,8.87,5686977709839,25,Urban
West Anthony,2018-05-03 04:49:15,21.38,9172650498634,70,Urban
Port Frank,2018-04-06 20:51:23,21.02,9714376208717,23,Urban
Lake Jonathanshire,2018-04-11 22:10:30,12.81,5999870428814,5,Urban
South Phillip,2018-01-17 17:45:28,23.46,2628017734404,38,Urban
South Karenland,2018-03-03 07:40:26,22.44,7458610805424,4,Urban
Port Samanthamouth,2018-04-18 14:39:19,23.56,8734248023829,57,Urban
Huntermouth,2018-01-10 09:40:31,43.01,7580698306378,37,Urban
Joneschester,2018-04-22 16:48:28,9.7,8587089133901,39,Urban
West Anthony,2018-04-22 08:14:31,19.95,1212046132747,70,Urban
North Jasmine,2018-04-11 03:38:08,27.54,5003273109567,33,Urban
Reynoldsfurt,2018-03-10 20:10:03,4.1,5690725376594,67,Urban
North Markport,2018-02-22 15:00:37,16.46,2798292218088,22,Urban
Huntermouth,2018-01-09 22:56:35,15.31,1530050197997,37,Urban
Rogerston,2018-03-19 16:58:45,29.88,3979709415828,25,Urban
Deanville,2018-03-05 12:05:14,11.16,4737023393340,49,Urban
Rodneyfort,2018-01-11 14:18:07,23.21,3433717126379,34,Urban
Reynoldsfurt,2018-03-29 17:35:50,31.43,9922313993736,67,Urban
West Josephberg,2018-01-14 18:07:37,9.71,4726129535990,45,Urban
Huntermouth,2018-03-20 00:45:53,40.55,6750623726934,37,Urban
Amandaburgh,2018-04-24 08:02:27,14.55,7836117055007,12,Urban
Port Frank,2018-03-05 00:42:17,36.35,9213719236849,23,Urban
Martinezhaven,2018-01-10 03:37:02,23.62,5469885684920,25,Urban
East Kaylahaven,2018-02-10 12:42:09,6.69,6071841295515,65,Urban
Joneschester,2018-03-10 13:31:40,22.72,8705027938818,39,Urban
West Angela,2018-05-01 19:03:17,23.23,7769940291512,48,Urban
New Paulton,2018-04-24 14:27:01,32.22,2989628941316,44,Urban
Roberthaven,2018-03-05 12:12:21,5.43,605361853427,47,Urban
Port Frank,2018-03-09 16:59:41,6.5,2109093047409,23,Urban
Port Frank,2018-04-04 11:46:40,39.39,7967483376646,23,Urban
Hurleymouth,2018-03-07 12:38:40,41.96,1677330771703,36,Urban
Leahton,2018-03-06 17:06:51,41.29,3310674816591,17,Urban
Johnton,2018-02-07 19:40:32,30.97,6853977450248,27,Urban
Lake Scottton,2018-05-03 15:26:01,25.68,771160797894,58,Urban
Simpsonburgh,2018-01-31 05:16:40,39.23,3697086244830,21,Urban
West Angela,2018-02-21 13:51:29,29.99,4367320607156,48,Urban
Williamsview,2018-04-16 08:23:02,20.38,8227750445178,46,Urban
West Josephberg,2018-04-12 00:11:17,15.49,5118230200567,45,Urban
West Josephberg,2018-02-15 00:51:41,36.7,8334271106867,45,Urban
South Karenland,2018-02-19 02:20:23,39.59,9834070706163,4,Urban
Barajasview,2018-01-02 23:23:19,36.13,8567191526174,26,Urban
East Kaylahaven,2018-01-21 16:07:14,36.89,2411253353023,65,Urban
Loganberg,2018-01-12 05:07:59,36.82,1078107100946,23,Urban
Richardfort,2018-04-22 03:06:56,39.74,4081388893008,38,Urban
Richardfort,2018-01-31 14:51:01,43.92,4066949857460,38,Urban
South Michelleport,2018-04-01 14:50:13,28.84,8846086448082,72,Urban
Barajasview,2018-01-14 11:00:56,19.81,2376258275704,26,Urban
West Heidi,2018-04-18 20:05:50,32.74,1746486459381,28,Urban
Leahton,2018-03-31 02:08:34,4.65,2204196907107,17,Urban
Port Johnbury,2018-01-07 05:43:33,19.08,8839376782201,3,Urban
Justinberg,2018-05-07 20:22:19,18.74,6395645209944,39,Urban
North Barbara,2018-04-10 17:12:30,10.94,355505295148,18,Urban
Barajasview,2018-05-06 01:06:46,17.63,9233210711447,26,Urban
Reynoldsfurt,2018-04-12 01:13:32,21.18,7471389630684,67,Urban
West Christopherberg,2018-02-09 12:25:18,33.97,4253879747453,32,Urban
Leahton,2018-02-23 01:19:01,7.08,3744450559493,17,Urban
Simpsonburgh,2018-03-04 11:08:21,23.33,999763197952,21,Urban
Port Frank,2018-04-05 07:22:06,14.21,8366078746939,23,Urban
West Heidi,2018-04-17 00:03:53,8.91,7617129474198,28,Urban
Robertport,2018-04-24 23:45:26,19.73,7443212616134,12,Urban
Loganberg,2018-05-05 17:29:14,30.47,7769257115143,23,Urban
West Josephberg,2018-03-23 01:43:42,33.12,2335403933616,45,Urban
West Anthony,2018-04-03 01:47:34,31.6,4965334251077,70,Urban
South Michelleport,2018-04-22 02:38:23,9.72,2088915921441,72,Urban
Amandaburgh,2018-04-05 10:22:33,25.55,8581415267582,12,Urban
Justinberg,2018-04-01 23:46:28,40.87,8957673981865,39,Urban
Joneschester,2018-03-10 08:15:49,27.91,1273089327705,39,Urban
Lake Scottton,2018-01-11 19:18:14,31.31,9305780926672,58,Urban
Rodneyfort,2018-03-24 19:06:17,31.41,827420157387,34,Urban
Pattyland,2018-04-25 14:57:12,44.39,1723704076506,59,Urban
Jerryton,2018-02-28 01:14:01,36.87,3091056853372,64,Urban
Lake Scottton,2018-04-11 04:26:34,22.03,2026817631440,58,Urban
Grahamburgh,2018-04-29 21:20:41,13.59,3200697602557,61,Urban
South Latoya,2018-03-29 22:54:21,5.93,2624300505522,10,Urban
Liumouth,2018-03-27 12:12:35,44.27,981646095196,69,Urban
Hurleymouth,2018-03-02 11:43:55,34.65,9380451674236,36,Urban
West Angela,2018-02-15 08:01:29,44.12,1962119538906,48,Urban
Reynoldsfurt,2018-03-14 16:29:50,35.65,9907094547309,67,Urban
Port Johnbury,2018-03-29 03:22:44,14.54,3761244486728,3,Urban
North Jason,2018-02-15 14:32:55,17.35,6041761536159,6,Urban
North Madeline,2018-04-15 10:02:03,37.6,3895257821808,19,Urban
Simpsonburgh,2018-02-15 09:18:12,4.63,60590634054,21,Urban
Hurleymouth,2018-02-13 17:32:27,25.72,8761492384598,36,Urban
West Robert,2018-03-07 06:32:50,4.28,2030781890598,39,Urban
North Jasmine,2018-04-01 04:31:58,28.04,5012381250511,33,Urban
North Jason,2018-04-05 20:10:13,32.18,3373552059268,6,Urban
South Jack,2018-02-01 11:28:27,26.72,5062167553046,46,Urban
West Heidi,2018-02-09 19:23:40,39.76,5522902563780,28,Urban
West Anthony,2018-04-06 02:25:24,14.3,7571962911640,70,Urban
West Ericstad,2018-03-21 09:28:30,18.24,4602951691465,25,Urban
West Samuelburgh,2018-02-27 06:43:58,32.73,5615978341618,73,Urban
New Jacobville,2018-04-09 08:47:39,4.95,4493739026643,50,Urban
Carriemouth,2018-02-21 15:09:30,23.48,4757309916575,52,Urban
Christopherfurt,2018-03-18 09:24:46,7.45,4451216191000,41,Urban
South Phillip,2018-01-16 03:42:53,7.08,8455684324577,38,Urban
Grahamburgh,2018-01-28 15:40:18,44.91,258537071837,61,Urban
Christopherfurt,2018-03-25 20:35:29,23.38,499819477057,41,Urban
Robertport,2018-04-27 12:31:49,41.48,6464585125888,12,Urban
Justinberg,2018-04-26 08:12:39,7.68,1068654868178,39,Urban
Port Frank,2018-04-05 15:44:01,36.08,345798180405,23,Urban
New Jacobville,2018-04-13 01:18:36,43.98,9448599228121,50,Urban
North Jasmine,2018-02-01 20:17:32,8.09,415938107224,33,Urban
Valentineton,2018-03-18 07:07:37,36.04,8732227820711,45,Urban
Huntermouth,2018-01-06 20:23:15,28.74,654209897024,37,Urban
South Jack,2018-03-08 08:55:38,17.17,8790956008800,46,Urban
New Paulton,2018-03-15 04:48:54,4.6,9741461074247,44,Urban
Williamsstad,2018-04-21 23:26:52,26.99,8562558271094,59,Urban
Jerryton,2018-01-06 12:30:31,27.71,9044741327560,64,Urban
Deanville,2018-01-04 13:30:18,4.56,6423110181560,49,Urban
South Evanton,2018-03-22 05:26:10,6.58,8377194684593,11,Urban
New Kimberlyborough,2018-04-29 07:38:14,9.08,3171924269846,33,Urban
Hurleymouth,2018-03-24 12:04:05,8.77,8274792045316,36,Urban
North Barbara,2018-04-01 00:20:26,31.72,9786164746039,18,Urban
West Angela,2018-02-22 02:22:44,19.44,3794957743208,48,Urban
Karenside,2018-03-15 15:11:23,31.89,5438262479794,5,Urban
South Phillip,2018-05-01 23:05:39,38.46,3438539201976,38,Urban
South Karenland,2018-05-08 11:38:35,19.77,7837163332630,4,Urban
Royland,2018-02-21 22:19:42,5.95,8419472819508,64,Urban
South Phillip,2018-01-20 17:35:14,24.0,7335381694023,38,Urban
South Phillip,2018-05-02 01:04:26,24.23,122972554913,38,Urban
West Gabriel,2018-03-09 04:39:40,14.41,8736179372694,57,Urban
South Karenland,2018-01-14 02:07:31,24.71,8612310537569,4,Urban
Robertport,2018-04-27 10:55:00,11.42,9229559709948,12,Urban
Roberthaven,2018-02-12 07:58:19,37.0,4695876927320,47,Urban
West Christopherberg,2018-01-11 21:37:38,44.76,2736821667334,32,Urban
Robertport,2018-03-21 05:48:07,8.2,3399765997944,12,Urban
West Anthony,2018-02-07 16:55:49,33.51,4163116879444,70,Urban
New Kimberlyborough,2018-02-09 13:28:12,6.43,6447146283593,33,Urban
Loganberg,2018-02-02 23:09:57,7.12,1273504899848,23,Urban
West Samuelburgh,2018-01-11 01:36:40,25.07,150842311533,73,Urban
New Kimberlyborough,2018-04-24 18:35:25,28.87,7937084886066,33,Urban
Roberthaven,2018-04-25 14:14:21,22.75,7370173740205,47,Urban
Barajasview,2018-04-03 15:25:40,44.15,9596158245970,26,Urban
Royland,2018-02-22 22:46:35,10.19,8898717814964,64,Urban
Rogerston,2018-03-14 14:43:06,10.29,7434755865561,25,Urban
Christopherfurt,2018-02-12 14:24:45,11.7,8493510475659,41,Urban
West Gabriel,2018-02-20 06:07:56,8.44,6912411809711,57,Urban
South Karenland,2018-04-18 13:07:48,8.56,7557919821071,4,Urban
Williamsview,2018-04-26 00:30:10,20.89,2565031924407,46,Urban
Deanville,2018-03-05 09:44:44,42.79,3624951927291,49,Urban
West Samuelburgh,2018-01-16 03:43:06,14.93,501860788836,73,Urban
North Barbara,2018-02-14 11:29:33,4.11,7676958819518,18,Urban
Christopherfurt,2018-03-10 07:36:14,22.65,5004635115882,41,Urban
Jerryton,2018-02-01 16:39:33,37.7,9580453081562,64,Urban
South Latoya,2018-02-09 20:42:42,12.17,9006323786141,10,Urban
South Latoya,2018-03-04 12:20:13,5.04,9877402838460,10,Urban
West Gabriel,2018-03-17 04:22:57,15.95,9297065011626,57,Urban
Lake Jonathanshire,2018-01-23 21:43:16,21.11,7711472105447,5,Urban
North Jasmine,2018-02-10 20:19:09,31.38,4746798812840,33,Urban
Raymondhaven,2018-04-15 12:15:39,6.74,6814069660716,11,Urban
Port Johnbury,2018-03-25 02:17:17,41.61,8060554577818,3,Urban
North Barbara,2018-01-17 18:14:21,18.27,378378458823,18,Urban
New Kimberlyborough,2018-01-27 14:49:59,23.09,5575542360660,33,Urban
Carriemouth,2018-02-26 05:24:14,19.05,1954595027791,52,Urban
West Samuelburgh,2018-02-05 21:02:08,31.94,6733377008433,73,Urban
Martinezhaven,2018-02-17 21:48:23,34.27,234040536506,25,Urban
North Barbara,2018-04-30 05:22:36,28.89,3280924853266,18,Urban
Valentineton,2018-02-08 19:05:19,36.23,6667399787796,45,Urban
West Robert,2018-02-09 05:16:40,26.1,18586563147,39,Urban
Roberthaven,2018-04-07 16:53:02,13.4,4901744924514,47,Urban
West Gabriel,2018-04-20 05:31:15,23.69,4906123013063,57,Urban
Karenberg,2018-02-18 19:28:12,44.08,7216870520002,22,Urban
Rogerston,2018-03-08 03:46:09,17.81,8564688877511,25,Urban
West Angela,2018-01-12 01:55:14,20.46,5241313119408,48,Urban
New Kimberlyborough,2018-04-01 12:09:20,10.76,9128314710444,33,Urban
Justinberg,2018-02-20 15:05:34,31.31,9201627426971,39,Urban
South Michelleport,2018-01-02 00:56:53,37.34,7660983928505,72,Urban
South Evanton,2018-01-11 11:02:56,39.99,9389412340616,11,Urban
Johnton,2018-04-11 13:41:32,33.12,7226095312061,27,Urban
Grahamburgh,2018-04-03 13:27:12,5.09,8563291978035,61,Urban
Rogerston,2018-02-16 02:04:26,20.64,8147119935068,25,Urban
South Karenland,2018-04-21 11:42:56,7.44,3546758082082,4,Urban
North Barbara,2018-03-08 09:24:04,29.15,96327208793,18,Urban
Jerryton,2018-03-20 01:28:13,15.37,931767662333,64,Urban
West Christopherberg,2018-04-25 06:22:17,35.39,7477243029144,32,Urban
South Jack,2018-02-13 09:20:17,32.64,880719000627,46,Urban
Port Samanthamouth,2018-01-28 23:59:56,15.49,3267076599938,57,Urban
New Paulton,2018-03-29 19:12:44,43.79,7069182200045,44,Urban
Carriemouth,2018-04-18 17:01:19,37.63,7736868729205,52,Urban
North Jasmine,2018-02-27 01:34:44,35.31,9250348453537,33,Urban
Rogerston,2018-01-16 08:38:21,31.34,132229043541,25,Urban
Port David,2018-02-03 01:11:12,21.2,571426064278,7,Urban
Williamsview,2018-04-11 20:41:11,33.68,2743576865816,46,Urban
South Evanton,2018-04-26 04:37:07,42.99,4021951320296,11,Urban
South Evanton,2018-03-25 15:50:31,23.48,4595712810673,11,Urban
Port David,2018-04-07 23:44:31,39.51,5955263794133,7,Urban
West Christopherberg,2018-02-08 23:04:07,14.22,3725594191671,32,Urban
New Paulton,2018-03-19 23:42:30,40.2,8200670656817,44,Urban
Leahton,2018-02-04 08:07:51,15.37,9588333638752,17,Urban
Valentineton,2018-04-28 09:10:04,5.73,211077450937,45,Urban
Port David,2018-03-14 09:28:52,9.22,3636094509357,7,Urban
West Robert,2018-02-12 01:20:31,14.8,8061825242787,39,Urban
Valentineton,2018-01-02 01:46:40,34.79,6364347026456,45,Urban
Port Johnbury,2018-02-20 04:27:04,27.1,3559371442324,3,Urban
Richardfort,2018-03-04 22:13:57,14.83,9474112834050,38,Urban
Karenberg,2018-01-08 13:51:01,9.5,1452908053234,22,Urban
West Robert,2018-03-14 15:25:30,18.28,4582728938880,39,Urban
New Paulville,2018-02-15 23:58:52,28.18,2042625414105,44,Urban
West Patrickchester,2018-05-03 01:24:27,44.85,9421076208137,25,Urban
Loganberg,2018-04-03 09:30:45,5.16,9234858994858,23,Urban
Pattyland,2018-05-02 20:17:54,4.23,165884747714,59,Urban
West Christopherberg,2018-02-20 15:23:03,26.9,1241904355851,32,Urban
Leahton,2018-02-05 18:06:22,8.38,5895519228312,17,Urban
Richardfort,2018-03-28 19:33:00,7.75,5539056178883,38,Urban
West Anthony,2018-03-11 12:23:09,41.37,1133824003625,70,Urban
East Kaylahaven,2018-04-17 00:28:25,41.19,632034433617,65,Urban
Williamsstad,2018-04-01 17:37:03,16.83,1516898097903,59,Urban
South Phillip,2018-02-12 22:04:01,23.69,3667620137676,38,Urban
West Samuelburgh,2018-01-18 10:57:01,16.96,3936672434669,73,Urban
Royland,2018-03-24 10:24:58,10.05,2956667449547,64,Urban
Justinberg,2018-01-24 10:16:58,8.83,1863373026072,39,Urban
Karenberg,2018-01-30 10:51:26,8.79,3832465976005,22,Urban
North Markport,2018-04-09 14:55:36,20.23,2580600321555,22,Urban
Roberthaven,2018-03-17 14:48:42,26.71,9351523593625,47,Urban
Royland,2018-01-11 14:23:33,43.07,758051257033,64,Urban
Hurleymouth,2018-01-31 02:49:31,19.23,9537342512126,36,Urban
Roberthaven,2018-04-22 04:12:02,31.29,4104819203471,47,Urban
Grahamburgh,2018-03-16 10:03:25,30.66,4739685866279,61,Urban
Johnton,2018-04-26 17:02:03,4.63,3435314950289,27,Urban
Huntermouth,2018-05-07 08:47:24,25.83,961632121092,37,Urban
Pattyland,2018-03-19 20:41:46,18.17,9394782106762,59,Urban
West Robert,2018-04-16 16:16:39,25.65,3598783489879,39,Urban
Leahton,2018-04-13 10:54:14,18.25,6160383330317,17,Urban
Port Frank,2018-04-18 00:39:00,33.73,2262735363722,23,Urban
Port Frank,2018-02-28 07:39:56,33.83,1263734830322,23,Urban
West Josephberg,2018-03-08 21:57:37,9.54,8122518407125,45,Urban
Grahamburgh,2018-02-08 13:28:19,10.63,3654329505875,61,Urban
Williamsstad,2018-05-06 19:34:45,26.43,8987900630211,59,Urban
North Barbara,2018-03-27 09:44:50,33.4,5616232989843,18,Urban
South Phillip,2018-04-17 18:42:23,42.3,1295834729480,38,Urban
Erikaland,2018-02-05 04:51:46,14.13,9877186615998,37,Urban
Port Samanthamouth,2018-01-19 19:54:19,38.58,2627706491192,57,Urban
North Jasmine,2018-04-21 15:15:52,5.31,2978643106961,33,Urban
West Gabriel,2018-04-27 00:34:07,37.74,7635908923026,57,Urban
Rodneyfort,2018-02-06 11:01:59,27.87,9791961135733,34,Urban
New Paulton,2018-04-27 23:26:03,19.06,200114730453,44,Urban
Hurleymouth,2018-04-22 02:31:34,9.14,5563891443844,36,Urban
South Phillip,2018-03-02 07:23:45,30.62,4979353054069,38,Urban
West Ericstad,2018-01-25 20:18:54,23.27,2128083228895,25,Urban
Port Samanthamouth,2018-03-20 05:48:09,36.7,818657902024,57,Urban
West Josephberg,2018-01-17 05:32:53,7.87,2300524346997,45,Urban
Port Angela,2018-03-10 19:24:17,43.18,1889756483447,67,Urban
West Gabriel,2018-04-25 14:28:31,10.86,8501534816997,57,Urban
Hurleymouth,2018-02-15 02:10:41,42.61,9951997361357,36,Urban
Jerryton,2018-04-18 06:08:08,42.8,2662884342881,64,Urban
Lake Danielberg,2018-02-09 19:09:28,10.62,9241723273680,19,Urban
South Phillip,2018-01-14 18:26:57,41.66,2773169266119,38,Urban
West Robert,2018-03-28 15:00:52,35.88,2845456872898,39,Urban
New Kimberlyborough,2018-04-28 12:48:34,33.35,9501644249110,33,Urban
New Paulville,2018-05-02 18:20:46,12.08,616282203086,44,Urban
West Josephberg,2018-04-30 14:45:49,40.08,5405559091854,45,Urban
Erikaland,2018-03-17 16:51:14,39.58,6422633857150,37,Urban
North Madeline,2018-04-08 20:26:29,25.79,9441483043169,19,Urban
West Heidi,2018-04-06 21:40:42,23.41,9786796535049,28,Urban
Reynoldsfurt,2018-02-02 02:52:44,29.07,1864214108957,67,Urban
South Latoya,2018-01-18 06:04:47,5.69,701359361728,10,Urban
Amandaburgh,2018-03-07 02:26:33,18.76,3419454549176,12,Urban
West Josephberg,2018-01-20 01:27:14,38.39,4397728070153,45,Urban
Lake Jonathanshire,2018-01-29 00:19:07,41.05,6649692036139,5,Urban
West Anthony,2018-04-18 23:10:20,31.16,8478263285526,70,Urban
Raymondhaven,2018-04-06 13:52:23,30.36,8733066774197,11,Urban
Hurleymouth,2018-01-11 12:59:18,37.44,7883631639510,36,Urban
Roberthaven,2018-01-28 10:23:03,21.72,7329967171497,47,Urban
New Paulville,2018-04-29 23:05:04,14.59,3633773352426,44,Urban
Robertport,2018-03-26 22:47:28,13.34,5448152130582,12,Urban
Port Frank,2018-01-19 13:08:46,4.86,5084604122837,23,Urban
Rogerston,2018-03-26 04:27:13,13.97,2819922682847,25,Urban
Liumouth,2018-01-16 21:55:41,6.02,3852178705457,69,Urban
Lake Danielberg,2018-01-21 12:52:23,14.09,9568308937660,19,Urban
West Josephberg,2018-03-21 15:44:51,6.13,2303866275192,45,Urban
Leahton,2018-01-15 02:30:19,21.95,1795517114461,17,Urban
Huntermouth,2018-04-03 07:02:33,29.88,8967623538278,37,Urban
Lake Danielberg,2018-05-03 15:35:53,19.97,554189360191,19,Urban
Loganberg,2018-02-21 13:09:31,7.49,641484440175,23,Urban
North Madeline,2018-02-16 15:06:13,37.75,1453604070822,19,Urban
Hurleymouth,2018-04-09 09:17:22,20.31,2511587245343,36,Urban
Port Johnbury,2018-03-30 20:43:11,19.48,5137842721901,3,Urban
Royland,2018-05-07 14:58:12,36.22,2538030596845,64,Urban
Richardfort,2018-02-14 03:27:28,44.11,2503858662225,38,Urban
